id,package_name,NBI,NOC,NOM,IPM,CC,WMC,NOCH,DIT,LCOM,CBO,PPIV,APD,BSMC,WKL,LOCL,GPS,XML,NTO,NET,I/O,SQL,BMAP
542, org.andglkmod.hunkypunk,11970,108,634,18.88012618,485,2847.12963,0,1,36.39392699,0.574074074,14.58333333,2.268518519,25,0,0,0,1,0,0,35,8,0
545, org.wordpress.android,292055,2432,18149,16.09207119,17717,132214.5695,1,4,39.42746742,0.302631579,12.19453473,0.953536184,212,2,2,0,3,4,4,59,308,22
546, com.pilockerstable,49245,574,4102,12.00511945,3055,21832.07317,0,1,26.1668011,0.386759582,6.638714186,0.263066202,52,1,0,0,0,0,0,13,0,3
548, com.yassirh.digitalocean,255258,2640,19611,13.01606241,14838,110222.7341,9,2,49.75696199,0.447727273,11.57244886,1.126136364,106,1,0,0,2,2,0,45,54,3
555, org.ametro,44199,297,2015,21.93498759,2313,15692.57576,3,3,52.87627281,0.006734007,26.7369727,3.101010101,90,0,1,0,0,2,0,58,0,1
557, de.blinkt.openvpn,162897,1520,11915,13.67159043,9898,77588.59868,2,2,39.5876198,0.378947368,9.440715884,0.584868421,39,1,0,0,0,0,0,50,0,3
558, de.blinkt.openvpn,163349,1520,11924,13.69917813,9929,77890.39211,2,2,39.72128509,0.378947368,9.438604339,0.584868421,39,1,0,0,0,0,0,50,0,3
559, de.blinkt.openvpn,170511,1608,12491,13.65070851,10420,80942.92289,2,2,37.82331862,0.368159204,9.444922547,0.585820896,41,1,0,0,0,0,0,50,0,3
563, it.iiizio.epubator,376645,1891,17078,22.05439747,20924,188968.8377,0,1,36.87864568,0.445267054,30.40118195,6.774193548,20,1,0,0,0,0,0,100,0,6
564, org.openintents.shopping,217308,2010,16361,13.28207322,14052,114380.4836,2,2,45.5322372,0.461691542,8.371979497,0.531343284,113,1,0,0,1,0,0,24,61,3
571, com.jefftharris.passwdsafe,455401,3177,20495,22.22010246,18989,122499.073,2,3,39.88114449,0.440352534,20.25446337,1.742839156,29,1,0,0,0,0,0,35,36,1
572, com.jefftharris.passwdsafe,475307,3485,22714,20.92572863,19911,129772.8706,2,3,39.7303999,0.434433286,19.20844829,1.610043042,29,1,0,0,0,0,0,41,36,3
578, com.ghostsq.commander.samba,50405,262,1775,28.3971831,2604,17641.60305,0,1,46.07457954,0.561068702,20.34918724,4.675572519,0,0,0,0,0,0,0,8,0,0
579, com.nononsenseapps.notepad,171946,1424,12186,14.11012637,9543,81665.02669,1,3,45.16784206,0.403792135,12.752088,1.174157303,61,1,0,0,0,0,7,48,136,2
580, com.nononsenseapps.notepad,172492,1435,12231,14.10285341,9572,81585.45784,1,3,45.16784206,0.407665505,12.82934739,1.173519164,62,1,0,0,0,0,7,48,136,2
581, com.nononsenseapps.notepad,195332,1717,13541,14.42522709,10838,85473.12638,1,3,44.8381359,0.425160163,13.54147758,1.077460687,62,1,0,0,0,2,0,50,136,2
582, com.harleensahni.android.mbr,2137,30,100,21.37,125,416.6666667,1,2,34.13355523,0.0,12.5,0.233333333,5,2,0,0,0,0,0,0,0,0
585, be.ppareit.shutdown,7606,50,318,23.91823899,283,1799.88,0,1,20.64458689,0.58,24.46043165,1.02,4,0,0,0,0,0,0,12,0,0
589, com.morlunk.mumbleclient,897418,6972,54114,16.58384152,38647,299963.247,1,3,34.83702724,0.550344234,16.08664408,1.371485944,104,3,0,0,2,0,0,114,34,3
590, com.morlunk.mumbleclient,784482,5772,45492,17.24439462,36874,290622.316,5,3,33.944263,0.504504505,16.29540875,1.610533611,116,3,0,0,2,0,0,104,34,6
591, com.morlunk.mumbleclient,732663,5257,42143,17.3851648,34102,273380.3664,5,2,33.77261195,0.497622218,16.26556513,1.478219517,125,3,0,0,2,0,0,94,40,6
593, org.transdroid.lite,278951,2445,18860,14.79061506,15026,115906.0777,0,1,0.0,0.532515337,13.29737336,1.301022495,101,1,0,0,3,6,38,98,24,5
594, org.transdroid.lite,307448,2777,20950,14.6753222,16715,126099.838,0,1,0.0,0.520705798,13.24196312,1.211019085,100,1,0,0,3,6,38,99,24,5
595, org.transdroid.lite,319069,2847,21589,14.77923943,17551,133090.4598,0,1,0.0,0.524060414,13.1833432,1.218826835,101,1,0,0,3,6,38,99,24,5
599, org.montrealtransit.android.schedule.stmbus,1332,4,31,42.96774194,29,224.75,0,1,88.81960191,0.0,2.692307692,10.25,0,0,0,0,0,0,0,0,12,0
603, com.doplgangr.secrecy,82744,918,5936,13.9393531,5707,36902.77996,1,3,29.94912975,0.517429194,7.949231797,0.51416122,42,0,0,0,0,0,0,70,12,5
605, org.quantumbadger.redreader,453373,3336,30559,14.8359894,29098,266548.4958,3,3,36.87997272,0.442745803,16.20697692,2.247002398,186,1,0,0,1,0,0,74,33,9
608, org.totschnig.myexpenses,528745,2919,24517,21.56646409,33251,279278.7828,2,4,44.14057984,0.57348407,22.53800772,5.730729702,138,2,0,0,1,0,0,134,260,6
609, net.nurik.roman.muzei,67029,541,3387,19.79007972,4230,26482.45841,0,1,73.33333333,0.634011091,7.34861846,0.554528651,18,3,0,0,0,0,0,28,20,10
612, com.soyblue.bluesound,105571,1101,9151,11.53655338,6912,57449.3297,0,1,50.08663843,0.473206176,6.335660719,0.354223433,64,1,0,0,1,0,0,24,0,3
625, org.tint,30589,326,1774,17.24295378,1377,7493.245399,1,3,32.49159258,0.0,9.081419624,0.978527607,59,0,0,0,0,0,0,4,15,8
626, com.thibaudperso.sonycamera,69882,897,6501,10.74942317,4034,29236.38127,5,2,37.32582494,0.360089186,6.627326373,0.258639911,16,1,0,0,0,2,1,16,0,5
628, com.thibaudperso.sonycamera,99844,1274,9220,10.82906725,5477,39637.31554,5,2,37.58205265,0.36577708,8.390243902,0.380690738,20,2,0,0,0,2,0,21,0,7
642, org.kde.necessitas.ministro,8394,38,183,45.86885246,357,1719.236842,1,2,44.91861456,0.0,8.058608059,0.894736842,12,1,0,0,0,0,0,24,0,0
643, org.kde.necessitas.ministro,12989,50,266,48.83082707,530,2819.6,2,2,40.82208444,0.0,11.20943953,1.44,10,0,0,0,0,0,0,53,0,0
646, org.odk.collect.android,257092,1548,13750,18.6976,14614,129807.8165,3,3,39.83583287,0.440568475,18.96895988,3.228682171,125,0,2,4,0,0,0,136,48,9
649, org.sagemath.droid,31074,294,2419,12.84580405,1660,13658.29932,3,2,61.01803151,0.482993197,12.6807564,1.255102041,33,0,0,0,0,0,4,9,0,0
650, de.onyxbits.remotekeyboard,60787,544,4525,13.43359116,3545,29487.36213,0,1,67.38645614,0.424632353,8.180778032,0.617647059,28,1,0,0,0,0,0,8,16,0
651, de.onyxbits.remotekeyboard,64995,602,4897,13.27241168,3798,30895.02658,0,1,67.42919118,0.428571429,7.859798194,0.558139535,28,1,0,0,0,0,0,11,16,1
652, de.onyxbits.remotekeyboard,84648,909,7108,11.90883512,4713,36853.68977,0,1,67.42919118,0.410341034,7.264472191,0.446644664,28,1,0,0,0,0,0,17,16,3
653, org.sipdroid.sipua,60109,327,2845,21.12794376,3255,28319.49541,2,2,41.39557397,0.296636086,22.3655914,5.232415902,28,10,0,0,0,0,0,21,0,0
654, org.sipdroid.sipua,60172,329,2850,21.11298246,3262,28257.44681,2,2,41.95427248,0.294832827,22.31759657,5.200607903,28,10,0,0,0,0,0,21,0,0
655, org.sipdroid.sipua,60257,329,2850,21.14280702,3265,28283.43465,2,2,41.95507861,0.294832827,22.30164403,5.209726444,28,10,0,0,0,0,0,21,0,0
657, com.willhauck.linconnectclient,144531,1404,9994,14.46177707,8079,57508.2094,0,1,27.60869565,0.482905983,16.36164982,1.363960114,16,1,0,0,0,2,0,14,0,1
658, com.willhauck.linconnectclient,144616,1404,9994,14.47028217,8082,57529.5641,0,1,27.60869565,0.482905983,16.36164982,1.363960114,15,1,0,0,0,2,0,14,0,1
661, org.yuttadhammo.tipitaka,91504,734,6319,14.48077227,5429,46738.21662,0,1,29.81008844,0.404632153,6.641300588,0.561307902,135,0,0,0,1,0,0,27,83,1
678, de.ub0r.android.smsdroid,72554,567,5175,14.02009662,4714,43024.60317,0,1,53.94132367,0.476190476,8.481421648,0.675485009,69,0,0,0,1,0,0,14,7,3
681, org.traccar.client,2302,40,191,12.05235602,87,415.425,2,2,72.01796258,0.025,11.36363636,0.175,6,3,3,2,0,0,0,0,5,0
682, dev.ukanth.ufirewall,252472,2251,18314,13.78573769,14982,121892.6468,16,2,42.68450032,0.455797423,10.99122599,0.80586406,104,1,0,0,1,0,0,98,35,3
684, dev.ukanth.ufirewall,326803,2798,21927,14.90413645,17939,140582.0061,15,2,43.73965764,0.467476769,10.0806078,0.73659757,135,1,0,0,1,0,0,102,15,3
689, uk.org.ngo.squeezer,63372,645,4434,14.29228687,3082,21186.95814,1,5,37.54686585,0.210852713,10.25029797,0.511627907,48,1,0,0,0,2,2,18,0,8
692, de.jurihock.voicesmith,9438,149,755,12.50066225,428,2168.724832,2,3,39.42358882,0.496644295,13.06240929,1.020134228,6,0,0,0,0,0,0,0,0,1
706, com.axelby.podax,91361,785,5099,17.91743479,5885,38226.26115,2,2,34.78919674,0.434394904,10.67161104,0.746496815,58,0,0,0,1,7,0,44,66,6
708, com.axelby.podax,96201,845,5367,17.92453885,6330,40204.86391,2,2,38.14868736,0.413017751,11.22031122,0.746745562,56,0,0,0,1,7,0,51,67,6
711, net.momodalo.app.vimtouch,45407,423,3448,13.16908353,2832,23084.48227,1,2,45.01184583,0.392434988,5.915670233,0.340425532,24,0,0,0,0,0,0,37,0,1
715, com.gulshansingh.hackerlivewallpaper,58867,523,3964,14.85040363,4782,36244.45124,2,2,53.08472333,0.592734226,5.016477481,0.487571702,19,0,0,0,0,0,0,8,0,0
721, com.jforce.chapelhillnextbus,126672,1455,9838,12.87578776,7019,47459.05292,2,2,24.99731353,0.424742268,14.85564304,0.993127148,23,1,0,0,1,4,0,23,0,7
724, com.googlecode.gtalksms,205946,1721,12825,16.05816764,11626,86637.68158,6,2,48.57804692,0.520627542,14.20866341,1.05171412,55,2,1,0,2,0,0,71,36,1
729, com.duckduckgo.mobile.android,531558,4145,30376,17.49927574,27207,199382.3479,2,3,48.08438532,0.495778046,18.3534592,1.995657419,101,1,0,0,1,3,0,64,83,11
730, com.duckduckgo.mobile.android,537751,4227,30852,17.43002074,27589,201366.4131,2,3,48.08128771,0.498698841,18.14127369,1.960728649,101,1,0,0,1,3,0,64,87,11
731, ru.meefik.busybox,137360,1458,11898,11.54479744,8674,70784.12346,1,2,54.37667112,0.455418381,7.455065359,0.417009602,80,1,0,0,1,0,0,35,0,3
734, com.totsp.crossword.shortyz,22392,159,874,25.6201373,1101,6052.037736,0,1,92.85714286,0.710691824,13.94849785,0.767295597,15,0,0,0,2,0,4,82,0,0
735, com.tmarki.comicmaker,13466,104,598,22.51839465,547,3145.25,1,2,34.70814539,0.086538462,17.55485893,2.394230769,39,0,1,0,0,0,0,11,18,7
739, me.bpear.archonpackager,67029,601,4871,13.7608294,4086,33116.31614,0,1,44.60227273,0.439267887,6.349206349,0.635607321,22,1,0,0,0,0,0,95,0,1
750, com.vuze.android.remote,140273,1144,7771,18.05083001,10158,69001.58916,2,2,27.8928266,0.434440559,9.019392609,1.716783217,85,0,0,0,0,0,3,17,0,1
751, com.vuze.android.remote,226221,1883,13683,16.53299715,17025,123713.7945,1,3,25.99917472,0.473181094,7.504655493,1.311205523,107,0,0,0,1,2,3,19,0,5
752, com.ringdroid,14759,82,451,32.72505543,447,2458.5,4,2,23.09566835,0.0,6.116207951,0.524390244,26,0,0,0,0,2,0,27,0,0
753, com.ringdroid,9910,73,419,23.65155131,349,2003.164384,0,1,21.59927183,0.0,4.016064257,0.465753425,30,0,0,0,0,0,0,8,0,0
754, com.ringdroid,10891,79,442,24.64027149,393,2198.810127,0,1,20.48422154,0.0,3.861003861,0.430379747,31,0,0,0,0,0,0,14,0,0
757, com.mill,74559,907,6701,11.12654828,4367,32263.80044,1,2,64.36596216,0.406835722,7.371928363,0.41014333,25,1,0,0,0,0,0,29,0,16
758, com.code61.deadpixel,107121,1126,9232,11.6032279029,7002,57408.937833,0,1,3.26145552561,0.466252220249,6.23568337999,0.347246891652,64,1,0,0,1,0,0,0,24,3
762, com.hectorone.multismssender,3150,32,126,25.0,72,283.5,0,1,45.30618522,0.0,8.130081301,0.21875,10,0,0,0,0,0,0,0,27,0
771, com.gpl.rpg.AndorsTrail,75641,744,4732,15.98499577,3849,24480.46774,14,3,55.15082885,0.196236559,21.52800259,2.172043011,47,0,0,0,0,0,0,17,0,1
780, com.frostwire.android,771600,5886,44056,17.514073,39363,294627.3068,2,3,44.32278013,0.505946313,18.48894998,1.825518179,49,0,0,0,1,12,1,612,33,10
783, org.tasks,272189,2563,16474,16.52233823,16463,105817.9719,13,4,54.85784283,0.499024581,9.568999605,0.889192353,118,0,0,0,1,0,0,43,14,3
784, org.developfreedom.wordpowermadeeasy,764,8,49,15.59183673,34,208.25,0,1,84.23280423,0.0,8.333333333,0.125,2,0,0,0,0,0,0,0,5,0
789, com.google.android.apps.authenticator2,7077,105,475,14.89894737,246,1112.857143,0,1,81.81818182,0.571428571,17.8030303,0.542857143,19,0,0,0,0,2,0,0,12,0
795, com.vrem.wifianalyzer,106377,856,6302,16.8798794,6355,46786.46028,2,2,54.6080078,0.626168224,8.934923624,1.121495327,24,0,0,0,1,0,0,8,5,0
796, com.vrem.wifianalyzer,106410,856,6303,16.88243693,6371,46911.69743,2,2,54.71962522,0.627336449,8.936793638,1.122663551,24,0,0,0,1,0,0,8,5,0
797, com.vrem.wifianalyzer,106571,857,6314,16.87852392,6384,47034.51109,2,2,54.89774623,0.625437573,8.862876254,1.113185531,24,0,0,0,1,0,0,8,5,0
799, com.shatteredpixel.shatteredpixeldungeon,133594,1207,6071,22.00527096,6267,31521.91964,6,6,54.0192326,0.052195526,37.89826719,4.13918807,8,0,0,0,0,0,0,0,0,4
800, com.shatteredpixel.shatteredpixeldungeon,135262,1213,6136,22.04400261,6374,32243.08656,6,6,53.78882853,0.051112943,37.83259424,4.185490519,8,0,0,0,0,0,0,0,0,4
801, com.shatteredpixel.shatteredpixeldungeon,132360,1219,6195,21.36561743,6541,33241.58737,6,6,54.12711828,0.050861362,37.7851058,4.242821985,8,0,0,0,0,0,0,0,0,4
805, com.darshancomputing.BatteryIndicator,33716,342,2661,12.67042465,2082,16199.42105,0,1,54.38006991,0.374269006,8.892763731,0.666666667,16,0,0,0,0,0,0,6,0,2
807, com.darshancomputing.BatteryIndicator,35264,334,1963,17.9643403,2219,13041.60778,0,1,48.64960368,0.350299401,10.26315789,0.520958084,19,0,0,0,0,0,0,2,0,2
809, com.MarcosDiez.shareviahttp,116350,1172,9957,11.68524656,7338,62341.69454,2,2,43.67939179,0.4778157,6.75547098,0.395904437,65,1,0,0,1,0,0,28,0,3
811, com.MarcosDiez.shareviahttp,141846,1410,11913,11.90682448,9061,76555.81064,2,2,43.70846276,0.484397163,7.292225201,0.462411348,86,1,0,0,1,0,0,28,0,3
815, com.ghostsq.commander.sftp,39844,145,854,46.6557377,1500,8834.482759,4,2,46.74382716,0.696551724,15.19721578,0.931034483,0,0,0,0,0,0,0,12,0,0
832, com.owncloud.android,333984,2699,22410,14.90334672,20584,170910.5002,1,3,45.62897096,0.434605409,11.12964507,1.078177103,202,1,0,0,3,0,0,144,108,9
833, com.owncloud.android,335565,2708,22505,14.91068651,20670,171779.3021,1,3,45.71428505,0.433161004,11.08133087,1.069054653,200,1,0,0,3,0,0,146,108,9
834, com.owncloud.android,336984,2719,22586,14.92003896,20748,172348.0427,1,3,45.8776279,0.431408606,11.0324538,1.066200809,201,1,0,0,3,0,0,149,108,9
841, de.danoeh.antennapod,456096,3992,28849,15.8097681,28032,202578.9499,4,3,34.62981745,0.451903808,23.22576234,2.065380762,182,4,0,0,2,0,0,137,180,8
842, de.danoeh.antennapod,461149,4069,29328,15.72384752,28302,203991.4121,1,4,38.21384429,0.444826739,23.06822716,2.022609978,192,4,0,0,2,0,0,137,203,8
843, de.danoeh.antennapod,461253,4070,29335,15.7236407,28315,204083.6671,1,4,38.20942454,0.444717445,23.06669326,2.022113022,192,4,0,0,2,0,0,137,202,8
845, mazechazer.android.wottankquiz,1916,20,61,31.40983607,54,164.7,0,1,34.91319444,0.0,25.0,1.2,17,0,0,0,0,0,0,0,0,0
846, com.github.wdkapps.fillup,97172,1053,7887,12.32052745,4809,36019.54701,1,2,47.61062687,0.396011396,9.652638611,0.509021842,32,1,0,0,0,0,0,28,17,4
852, damo.three.ie,227015,1832,16094,14.10556729,12145,106693.0295,2,3,40.81729326,0.475436681,10.50376971,0.637554585,70,1,0,0,1,5,1,44,0,4
856, teaonly.droideye,5137,56,289,17.77508651,233,1202.446429,1,2,46.65419122,0.107142857,17.91044776,0.625,2,0,0,0,0,0,0,12,0,0
857, teaonly.droideye,14670,79,631,23.24881141,753,6014.468354,1,2,47.57926333,0.35443038,24.65753425,3.367088608,2,0,0,0,0,0,0,20,0,0
863, com.achep.acdisplay,231716,2217,16793,13.79836837,14902,112877.4407,2,4,42.59363244,0.464140731,11.10725443,0.911592242,98,6,0,0,1,0,0,30,5,5
866, com.eleybourn.bookcatalogue,264367,2246,15193,17.40057921,14872,100601.2004,2,4,36.16439197,0.295636687,13.24912658,1.253784506,222,0,0,0,10,6,0,127,268,10
867, eu.mrogalski.saidit,57763,594,3413,16.92440668,4694,26970.74411,1,3,17.58813527,0.693602694,8.106001559,1.34006734,23,0,0,0,0,0,0,14,0,0
872, com.angrydoughnuts.android.alarmclock,10501,152,689,15.24092888,265,1201.217105,2,2,29.55262443,0.0,13.26259947,0.526315789,17,1,0,0,0,0,0,1,17,0
873, com.angrydoughnuts.android.alarmclock,101491,1297,9281,10.93535179,5476,39184.85428,2,2,29.68696661,0.350809561,7.775653282,0.3384734,26,2,0,0,0,0,0,17,17,3
886, com.xargsgrep.portknocker,57103,479,4567,12.50339391,3951,37670.59916,0,1,62.76275669,0.471816284,7.876890975,0.580375783,47,0,0,0,1,0,0,0,42,0
888, com.nilhcem.hostseditor,142557,1384,11179,12.75221397,8586,69351.80202,2,2,54.1564737,0.466040462,10.02886003,0.486271676,44,1,0,0,1,0,0,106,0,3
890, com.jadn.cc,83266,527,3671,22.68210297,5059,35240.20683,1,3,30.64731769,0.447817837,22.58883249,3.15370019,29,6,0,0,3,0,1,37,0,0
891, com.jadn.cc,84056,507,3573,23.52532886,5086,35842.7574,11,2,32.61983504,0.453648915,21.97452229,3.25443787,33,6,0,0,3,0,1,39,0,1
900, org.jsl.wfwt,20342,150,816,24.92892157,1128,6136.32,7,3,43.74373715,0.473333333,15.44991511,0.9,5,0,0,0,0,0,0,2,0,1
901, org.npr.android.news,135295,826,7539,17.94601406,7657,69886.34746,6,4,30.17466624,0.273607748,46.34146341,8.940677966,31,0,1,0,1,0,1,23,17,2
907, com.brapeba.roaminginfo,30036,327,2582,11.63284276,1886,14891.90214,0,1,35.61813187,0.400611621,6.012269939,0.305810398,10,0,0,0,0,0,0,4,0,0
912, com.gmail.jerickson314.sdscanner,1203,14,90,13.36666667,47,302.1428571,0,1,30.50619855,0.0,9.090909091,0.428571429,1,0,0,0,0,0,0,3,0,0
916, com.olam,47786,511,3932,12.15310275,3020,23238.04305,0,1,35.22058824,0.40704501,6.509803922,0.266144814,15,1,0,0,0,0,0,11,6,1
919, de.ub0r.android.smsdroid,72554,567,5175,14.02009662,4714,43024.60317,0,1,53.94132367,0.476190476,8.481421648,0.675485009,69,0,0,0,1,0,0,14,7,3
922, org.ppsspp.ppsspp,5215,53,308,16.93181818,271,1574.867925,1,2,56.11825921,0.264150943,12.12121212,0.339622642,11,0,0,0,0,0,0,3,0,0
924, com.catchingnow.tinyclipboardmanager,136044,1287,10934,12.4422901,9086,77192.17094,1,2,39.54863928,0.470862471,6.887645286,0.387723388,81,1,0,0,1,0,0,27,10,4
925, com.catchingnow.tinyclipboardmanager,144909,1342,11648,12.44067651,9420,81761.66915,1,2,35.64915341,0.471684054,6.856561546,0.39195231,82,1,0,0,1,0,0,27,10,4
926, com.catchingnow.tinyclipboardmanager,145233,1336,11583,12.53846154,9417,81644.54416,1,3,30.98045,0.461077844,6.89233279,0.420658683,86,1,0,0,1,0,0,27,10,4
929, com.zaren,35775,404,2974,12.02925353,2109,15525.16337,3,2,48.18376774,0.297029703,12.28239845,1.059405941,12,0,0,0,1,0,0,5,0,0
931, ru.gelin.android.weather.notification,77559,956,6782,11.43600708,4108,29142.7364,1,3,42.20412223,0.380753138,11.82707993,0.611924686,11,1,0,0,1,0,0,22,0,3
933, ru.gelin.android.weather.notification,77541,956,6782,11.43335299,4111,29164.01883,1,3,42.30938538,0.380753138,11.82707993,0.611924686,11,1,0,0,1,0,0,22,0,3
939, org.kost.nmap.android.networkmapper,108225,1118,9231,11.7240819,6964,57499.71735,2,2,48.51566908,0.466010733,6.291560102,0.348837209,82,4,0,0,1,0,0,32,0,3
945, org.wikipedia,464694,4331,30236,15.368898,27345,190903.5835,1,5,43.68712637,0.424844147,12.24462722,0.781574694,194,0,1,2,1,0,0,105,23,17
946, org.wikipedia,427104,4205,28116,15.19078105,23898,159789.814,1,5,44.67268336,0.408085612,11.93621244,0.711058264,192,0,1,2,1,0,0,100,23,17
947, org.wikipedia,464694,4331,30236,15.368898,27345,190903.5835,1,5,43.68712637,0.424844147,12.24462722,0.781574694,194,0,1,2,1,0,0,105,23,17
957, trikita.slide,55502,959,4895,11.33850868,2419,12347.24192,1,2,50.42869008,0.285714286,38.31538949,0.774765381,13,0,0,0,0,0,0,9,0,6
958, fr.simon.marquis.secretcodes,75638,715,6187,12.22531114,5159,44641.58462,0,1,58.95174905,0.471328671,7.780040733,0.397202797,57,1,0,0,1,0,0,23,0,1
962, org.geometerplus.zlibrary.ui.android,180174,1753,10406,17.31443398,9747,57859.25956,2,3,32.91218526,0.579577867,20.66974596,1.376497433,73,1,0,0,0,2,2,54,228,3
963, org.geometerplus.zlibrary.ui.android,180829,1757,10422,17.35070044,9766,57928.99943,2,3,32.91218526,0.579396699,20.71674971,1.384746727,73,1,0,0,0,2,2,54,228,3
974, com.easytarget.micopi,188312,1777,15032,12.5274082,12478,105553.9088,2,2,67.19356415,0.489026449,7.473516181,0.448508723,84,1,0,0,1,0,0,32,0,5
975, com.easytarget.micopi,201198,1858,15804,12.73082764,13422,114166.4629,0,1,0.0,0.505920344,7.375925418,0.454251884,86,1,0,0,1,0,0,27,0,5
976, com.easytarget.micopi,201198,1858,15804,12.73082764,13422,114166.4629,0,1,0.0,0.505920344,7.375925418,0.454251884,86,1,0,0,1,0,0,27,0,5
979, com.googlecode.networklog,92401,689,5627,16.42100586,5648,46126.69956,5,2,39.23286304,0.393323657,12.79761905,1.657474601,81,0,0,0,1,0,0,28,0,0
982, de.measite.contactmerger,642448,3396,23359,27.50323216,31693,217996.6982,1,2,58.57120846,0.636631331,12.87972722,2.101001178,14,1,0,0,1,0,0,93,10,3
985, com.simplemobiletools.calendar,163259,1747,11926,13.68933423,11971,81720.74757,6,2,37.20955473,0.586147682,10.163459,0.568402977,34,0,0,0,1,0,0,25,26,1
991, com.simplemobiletools.musicplayer,111714,1097,7920,14.10530303,8798,63518.83318,4,2,49.47730145,0.603463993,5.153281926,0.421148587,29,0,0,0,1,0,0,11,0,3
1002, com.bri1.soundbored,45308,508,3904,11.60553279,2900,22286.61417,0,1,57.33333333,0.409448819,6.687898089,0.265748031,9,1,0,0,0,0,0,10,0,1
1010, com.android.keepass,52798,487,2916,18.10631001,2473,14807.53183,0,1,100.0,0.574948665,31.49606299,2.381930185,50,0,0,0,0,0,0,24,14,1
1011, com.android.keepass,52916,491,2928,18.07240437,2478,14777.15682,0,1,100.0,0.578411405,31.41737427,2.370672098,52,0,0,0,0,0,0,24,14,1
1012, com.android.keepass,53019,491,2936,18.05824251,2484,14853.40937,0,1,100.0,0.578411405,31.37638617,2.401221996,52,0,0,0,0,0,0,24,14,1
1013, com.dougkeen.bart,230422,1681,15556,14.81241965,15666,144973.4063,1,2,44.23297952,0.49256395,13.85455591,1.082688876,66,1,0,0,4,2,0,118,15,0
1014, com.dougkeen.bart,441957,3136,29449,15.00753846,28808,270525.125,1,2,40.227977,0.435905612,24.72931168,4.401466837,83,2,0,0,1,0,0,136,8,3
1022, ru.gelin.android.browser.open,2185,27,126,17.34126984,105,490.0,6,2,58.31024531,0.037037037,16.92307692,0.666666667,7,0,0,0,0,0,0,6,0,0
1034, au.com.wallaceit.reddinator,308019,2447,20716,14.86865225,19285,163264.4299,3,2,31.97003878,0.458929301,15.36283557,1.196975889,239,1,0,0,1,0,0,46,0,10
1042, us.shandian.giga,179105,1620,13676,13.09630009,11727,98999.04444,3,2,44.43827054,0.47962963,8.789954338,0.569753086,90,1,0,0,1,0,0,43,0,3
1043, de.mangelow.network,117,1,2,58.5,1,2.0,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
1045, org.scummvm.scummvm,2457,19,110,22.33636364,79,457.3684211,1,2,39.80698707,0.0,18.6440678,1.210526316,4,0,0,0,0,0,0,7,0,0
1046, ch.blinkenlights.battery,1323,15,73,18.12328767,33,160.6,0,1,29.84168609,0.0,3.225806452,0.133333333,7,0,0,0,0,0,0,4,0,0
1051, org.tamanegi.atmosphere,3272,41,189,17.31216931,122,562.3902439,0,1,42.73704497,0.0,13.01369863,0.56097561,3,1,0,0,0,0,0,0,0,0
1054, com.llamacorp.equate,62386,614,4750,13.13389474,3687,28523.20847,2,2,44.95568466,0.395765472,7.776560789,0.412052117,22,1,0,0,1,0,0,11,0,1
1055, org.libreoffice.impressremote,79247,780,6718,11.79621911,5255,45260.37179,0,1,58.81158301,0.435897436,8.077669903,0.376923077,58,1,0,0,1,0,0,19,0,3
1057, org.libreoffice.impressremote,118083,1324,10928,10.80554539,7204,59460.20544,3,2,60.07179344,0.393504532,8.120104439,0.379154079,58,1,0,0,1,0,0,24,0,5
1061, com.mattgmg.miracastwidget,45319,506,3900,11.62025641,2908,22413.43874,0,1,73.80952381,0.411067194,6.693227092,0.266798419,10,1,0,0,0,0,0,10,0,1
1063, com.manor.currentwidget,45773,420,3351,13.65950463,2632,20999.6,1,2,46.72453704,0.442857143,8.489722967,0.714285714,21,0,0,0,0,0,0,43,0,3
1064, com.manor.currentwidget,85613,935,7071,12.10762268,4787,36202.00749,1,2,53.77840909,0.414973262,7.892595606,0.479144385,26,1,0,0,0,0,0,60,0,6
1066, org.helllabs.android.xmp,13254,117,695,19.0705036,525,3118.589744,3,3,35.60856823,0.034188034,9.163346614,0.837606838,23,0,0,0,0,0,0,55,0,0
1067, org.helllabs.android.xmp,58569,528,3854,15.19693825,4285,31277.25379,1,2,28.25295691,0.471590909,8.391284191,0.903409091,34,0,0,0,0,0,0,42,0,1
1073, de.azapps.mirakelandroid,556567,4893,38867,14.31978285,26786,212771.6047,0,1,89.14893617,0.615164521,10.77939616,0.936031065,129,1,0,0,2,3,0,107,249,8
1074, org.kde.kdeconnect,684073,5242,34816,19.64823644,31350,208218.5425,0,1,89.09090909,0.528233499,19.16639531,1.719000382,76,0,0,0,1,0,0,44,8,2
1075, org.kde.kdeconnect,684000,5242,34823,19.64219051,31332,208140.831,0,1,89.09090909,0.528424266,19.16085738,1.718809615,76,0,0,0,1,0,0,44,8,2
1076, org.kde.kdeconnect,684042,5243,34826,19.64170447,31334,208132.3448,0,1,89.09090909,0.528514209,19.15836102,1.718481785,76,0,0,0,1,0,0,44,8,2
1078, com.banasiak.coinflip,3028,25,139,21.78417266,70,389.2,1,2,45.80562678,0.0,6.818181818,0.4,4,0,0,0,0,0,0,0,0,0
1079, com.banasiak.coinflip,3028,25,139,21.78417266,70,389.2,1,2,45.80562678,0.0,6.818181818,0.4,4,0,0,0,0,0,0,0,0,0
