id,package_name,BLOB,LM,SAK,CC,IGS,MIM,NLMR,LIC
1424,com.plusonelabs.calendar,12,125,4,73,144,22,1,8
1425,org.isoron.uhabits,0,0,0,0,0,0,0,0
1426,org.isoron.uhabits,0,0,0,0,0,0,0,0
1427,org.isoron.uhabits,0,0,0,0,0,0,0,0
1428,com.ichi2.anki,0,0,0,0,0,0,0,0
1429,com.ichi2.anki,0,0,0,0,0,0,0,0
1430,com.ichi2.anki,0,0,0,0,0,0,0,0
1435,com.nolanlawson.logcat,1,40,0,3,3,2,4,0
1436,com.nolanlawson.logcat,1,41,0,3,3,2,4,0
1437,info.guardianproject.pixelknot,22,157,3,45,34,27,6,91
1438,info.guardianproject.pixelknot,22,163,3,45,44,29,6,95
1441,jp.yhonda,1,13,0,1,0,0,4,16
1444,ca.rmen.android.poetassistant,1,94,0,9,11,19,4,22
1456,ch.blinkenlights.android.vanilla,11,118,0,17,6,14,6,45
1457,ch.blinkenlights.android.vanilla,11,118,0,17,6,14,6,45
1458,ch.blinkenlights.android.vanilla,11,118,0,17,6,14,6,47
1464,org.kiwix.kiwixmobile,1,16,0,2,0,1,4,40
1465,org.kiwix.kiwixmobile,3,32,1,9,3,2,4,50
1468,com.opendoorstudios.ds4droid,1,30,0,5,0,2,8,15
1473,net.somethingdreadful.MAL,25,166,2,49,47,35,5,116
1474,net.somethingdreadful.MAL,30,244,3,68,120,43,5,159
1481,com.grarak.kerneladiutor,19,217,0,40,39,27,2,201
1482,com.grarak.kerneladiutor,19,219,0,41,39,27,3,202
1483,com.grarak.kerneladiutor,19,221,0,41,39,27,3,202
1487,com.mantz,6,75,1,7,1,5,2,33
1491,com.github.premnirmal.tickerwidget,0,0,0,0,0,0,0,0
1492,com.ubergeek42.WeechatAndroid,31,298,2,64,29,33,8,0
1494,com.ubergeek42.WeechatAndroid,8,204,0,24,9,17,4,58
1495,org.smc.inputmethod.indic,0,0,0,0,0,0,0,0
1496,org.smc.inputmethod.indic,0,0,0,0,0,0,0,0
1497,org.smc.inputmethod.indic,0,0,0,0,0,0,0,0
1505,com.notriddle.budget,1,23,0,1,2,3,5,13
1506,com.nightshadelabs.anotherbrowser,0,1,0,0,0,0,1,0
1516,org.yaaic,28,171,2,52,37,77,14,78
1517,org.yaaic,10,74,0,13,13,48,13,23
1526,de.j4velin.wifiAutoOff,0,11,0,1,0,0,1,0
1527,de.j4velin.wifiAutoOff,0,11,0,1,0,0,1,0
1528,net.sourceforge.subsonic.androidapp,6,68,2,13,7,1,6,127
1529,net.sourceforge.subsonic.androidapp,6,68,2,13,6,1,6,127
1530,net.sourceforge.subsonic.androidapp,5,69,2,13,6,1,6,128
1533,org.addhen.smssync,20,349,3,80,87,18,3,224
1539,net.codechunk.speedofsound,18,115,2,39,24,33,6,0
1543,com.google.zxing.client.android,3,312,0,49,13,7,9,16
1544,aws.apps.usbDeviceEnumerator,2,24,0,1,0,2,2,5
1548,com.hobbyone.HashDroid,2,44,0,2,2,6,5,20
1552,dk.nindroid.rss,0,0,0,0,0,0,0,0
1558,com.mobilepearls.sokoban,0,8,0,1,0,0,4,9
1561,com.github.quarck.calnotify,0,0,0,0,0,0,0,0
1568,com.menny.android.anysoftkeyboard,9,144,2,18,30,16,14,52
1569,com.menny.android.anysoftkeyboard,4,176,2,19,20,17,6,0
1570,com.menny.android.anysoftkeyboard,4,176,2,19,20,21,6,0
1576,kvj.taskw,2,48,0,12,2,16,10,94
1579,jp.co.kayo.android.localplayer,39,520,4,102,43,90,19,285
1580,org.zamedev.gloomydungeons2.opensource,34,351,3,88,85,118,1,139
1585,com.moonpi.swiftnotes,2,15,0,2,0,2,2,21
1595,org.jfedor.frozenbubble,9,91,1,13,20,3,4,49
1599,tv.piratemedia.lightcontroler,9,76,0,15,1,7,7,77
1605,wb.receiptspro,0,0,0,0,0,0,0,0
1606,wb.receiptspro,0,0,0,0,0,0,0,0
1609,com.google.android.diskusage,4,55,0,6,15,9,5,81
1613,com.brentpanther.bitcoinwidget,6,125,3,30,11,12,1,46
1616,at.tomtasche.reader,0,0,0,0,0,0,0,0
1620,com.simplemobiletools.camera,2,10,0,2,2,3,1,0
1621,a2dp.Vol,4,54,0,5,6,0,8,73
1623,a2dp.Vol,4,52,0,5,6,0,8,74
1627,org.cprados.wificellmanager,2,34,0,11,5,2,6,27
1628,org.cprados.wificellmanager,2,33,0,10,2,1,6,20
1640,jp.sblo.pandora.aGrep,0,14,0,2,0,0,5,18
1644,com.simplemobiletools.applauncher,0,7,0,1,2,1,1,0
1648,com.dozingcatsoftware.asciicam,2,12,0,4,3,1,5,19
1649,com.unleashyouradventure.swaccess,0,0,0,0,0,0,0,0
1650,com.unleashyouradventure.swaccess,0,0,0,0,0,0,0,0
1651,de.onyxbits.textfiction,5,40,0,7,0,43,3,0
1657,org.evilsoft.pathfinder.reference,22,212,3,53,38,37,7,94
1660,com.jmstudios.redmoon,4,25,0,5,2,0,6,33
1663,com.gh4a,31,314,2,77,62,39,2,232
1664,com.gh4a,0,0,0,0,0,0,0,0
1666,com.koushikdutta.superuser,1,19,0,3,2,10,4,63
1667,com.koushikdutta.superuser,1,19,0,3,2,10,4,63
1668,com.koushikdutta.superuser,1,19,0,3,2,10,4,63
1669,ca.mimic.apphangar,3,60,0,9,0,2,4,0
1670,ca.mimic.apphangar,3,60,0,9,0,2,4,0
1671,ca.mimic.apphangar,3,66,0,10,0,2,4,0
1678,org.androidsoft.games.memory.kids,2,4,0,0,0,5,2,11
1683,simple.reboot.com,0,13,0,2,2,0,1,0
1687,eu.siacs.conversations,0,0,0,0,0,0,0,0
1690,com.phpsysinfo,3,25,0,3,0,0,3,5
1691,com.Pau.ImapNotes2,0,0,0,0,0,0,0,0
1710,org.montrealtransit.android,23,139,1,33,46,9,18,180
1725,trikita.obsqr,0,11,0,1,0,0,1,5
1726,trikita.obsqr,0,24,0,3,0,0,1,4
1728,et.nWifiManager,0,11,0,1,0,2,2,15
1732,com.darshancomputing.BatteryIndicatorPro,5,40,0,8,1,1,6,40
1739,com.zegoggles.smssync,8,222,5,32,34,15,5,62
1740,com.zegoggles.smssync,8,217,5,32,30,14,5,62
1741,com.zegoggles.smssync,8,217,5,32,30,14,5,62
1743,net.cyclestreets,14,187,2,27,69,49,14,120
1744,com.matejdro.pebbledialer,9,123,2,28,20,25,1,47
1745,com.matejdro.pebbledialer,0,0,0,0,0,0,0,0
1746,com.matejdro.pebbledialer,0,0,0,0,0,0,0,0
1757,net.ralphbroenink.muzei.unsplash,1,3,0,1,0,7,0,2
1761,com.numix.icons,24,129,2,42,28,54,7,102
1762,com.numix.icons,24,125,2,42,33,51,8,91
1763,com.numix.icons,24,125,2,42,33,51,8,91
1768,com.google.android.stardroid,8,63,3,16,0,3,6,71
1774,com.umang.dashnotifier,3,28,0,6,5,4,3,24
1775,com.better.alarm,0,0,0,0,0,0,0,0
1776,com.better.alarm,0,0,0,0,0,0,0,0
1777,com.better.alarm,0,0,0,0,0,0,0,0
1780,com.dozuki.ifixit,0,0,0,0,0,0,0,0
1781,com.dozuki.ifixit,42,399,2,100,99,90,7,269
1782,com.dozuki.ifixit,42,399,2,100,99,90,7,267
1783,com.termux,2,66,0,10,5,1,3,0
1784,com.termux,2,66,0,10,5,1,3,0
1785,com.termux.styling,0,2,0,0,0,0,1,2
1786,com.u17od.upm,2,62,1,8,4,0,12,42
1787,com.u17od.upm,2,64,1,8,4,0,12,42
1793,com.iskrembilen.quasseldroid,6,57,0,15,17,13,4,63
1794,com.iskrembilen.quasseldroid,0,0,0,0,0,0,0,0
1796,de.ph1b.audiobook,0,0,0,0,0,0,0,0
1797,de.ph1b.audiobook,0,0,0,0,0,0,0,0
1798,vnd.blueararat.kaleidoscope6,1,22,0,2,4,1,4,11
1806,com.elsdoerfer.android.autostarts,2,49,0,7,1,2,2,33
1810,at.bitfire.davdroid,0,0,0,0,0,0,0,0
1815,me.phh.superuser,1,16,0,3,0,14,4,52
1817,de.j4velin.pedometer,5,43,0,5,4,2,3,0
1818,de.j4velin.pedometer,5,44,0,5,4,2,3,0
1819,com.daviancorp.android.mh4udatabase,6,153,0,18,7,12,1,94
1826,com.amaze.filemanager,0,0,0,0,0,0,0,0
1827,com.amaze.filemanager,0,0,0,0,0,0,0,0
1828,com.amaze.filemanager,0,0,0,0,0,0,0,0
1960,a2dp.Vol,4,52,0,5,6,0,8,74
1962,acr.browser.lightning,10,203,6,41,9,12,3,0
1964,aws.apps.usbDeviceEnumerator,1,17,0,1,7,0,2,8
1965,be.uhasselt.privacypolice,0,6,0,0,2,1,4,0
1966,ch.corten.aha.worldclock,25,188,2,54,42,35,5,79
1967,com.adam.aslfms,1,55,0,9,9,3,4,21
1968,com.adam.aslfms,1,55,0,10,9,3,4,21
1969,com.adam.aslfms,1,55,0,9,9,3,4,21
1970,com.amaze.filemanager,0,0,0,0,0,0,0,0
1971,com.amaze.filemanager,0,0,0,0,0,0,0,0
1972,com.android.keepass,7,117,1,21,55,65,6,71
1973,com.angrydoughnuts.android.alarmclock,0,27,0,2,0,0,2,58
1975,com.app.missednotificationsreminder,0,0,0,0,0,0,0,0
1976,com.bleyl.recurrence,5,49,0,9,1,4,7,0
1978,com.dozingcatsoftware.cameratimer,1,9,0,1,0,0,5,9
1979,com.duckduckgo.mobile.android,0,0,0,0,0,0,0,0
1981,com.easwareapps.g2l,7,155,1,23,6,16,14,87
1982,com.gelakinetic.mtgfam,0,0,0,0,0,0,0,0
1983,com.gelakinetic.mtgfam,0,0,0,0,0,0,0,0
1992,com.matejdro.pebbledialer,0,0,0,0,0,0,0,0
1994,com.mobilepearls.sokoban,0,8,0,1,0,0,2,7
1995,com.nextcloud.client,29,356,1,64,111,42,10,202
1996,com.oakley.fon,0,11,0,1,0,0,2,1
1998,com.palliser.nztides,0,2,0,0,0,0,1,0
2002,com.pindroid,12,90,0,21,25,4,10,75
2009,com.xargsgrep.portknocker,21,416,5,96,65,170,6,34
2011,damo.three.ie,13,247,8,83,107,32,6,38
2012,de.blinkt.openvpn,8,113,1,12,3,6,6,65
2013,de.danoeh.antennapod,0,0,0,0,0,0,0,0
2015,de.j4velin.wifiAutoOff,0,13,0,2,0,0,1,0
2019,dev.ukanth.ufirewall,0,0,0,0,0,0,0,0
2025,info.guardianproject.pixelknot,10,85,0,12,16,8,3,65
2026,me.tsukanov.counter,1,2,0,2,0,0,2,13
2029,net.kervala.comicsreader,5,61,1,9,5,7,5,15
2030,net.sourceforge.opencamera,6,125,1,15,17,20,2,105
2032,org.ametro,0,0,0,0,0,0,0,0
2033,org.isoron.uhabits,0,0,0,0,0,0,0,0
2034,org.jsl.wfwt,8,93,0,11,1,0,1,49
2035,org.kde.necessitas.ministro,3,48,0,5,3,2,2,17
2036,org.ligi.fast,0,15,1,1,0,1,3,0
2038,org.primftpd,0,0,0,0,0,0,0,0
2040,org.quantumbadger.redreader,0,0,0,0,0,0,0,0
2041,org.quantumbadger.redreader,0,0,0,0,0,0,0,0
2044,org.tamanegi.atmosphere,2,11,0,2,0,0,1,10
2045,org.tasks,0,0,0,0,0,0,0,0
2046,org.tasks,0,0,0,0,0,0,0,0
2047,org.telegram.messenger,0,0,0,0,0,0,0,0
